size_bytes,modify_time_utc,path,size_kilobytes,size_megabytes,dataset,kind
29152,2022-04-30T14:28:01Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/042305f.pdf,29.152,0.029152,pdf,benign
46348,2022-04-30T14:28:01Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/042306f.pdf,46.348,0.046348,pdf,benign
42074,2022-04-30T14:28:01Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/042308f.pdf,42.074,0.042074,pdf,benign
58341,2022-04-30T14:28:01Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/042901f.pdf,58.341,0.058341,pdf,benign
18179,2022-04-30T14:28:01Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/042902f.pdf,18.179,0.018179,pdf,benign
49720,2022-04-30T14:28:01Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/042903f.pdf,49.72,0.04972,pdf,benign
25634,2022-04-30T14:28:01Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/043.pdf,25.634,0.025634,pdf,benign
26280,2022-04-30T14:28:01Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/043101f.pdf,26.28,0.02628,pdf,benign
46381,2022-04-30T14:28:01Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/043102f.pdf,46.381,0.046381,pdf,benign
25516,2022-04-30T14:28:02Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/043103f.pdf,25.516,0.025516,pdf,benign
21682,2022-04-30T14:28:02Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/044101f.pdf,21.682,0.021682,pdf,benign
95626,2022-04-30T14:28:02Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/044102f.pdf,95.626,0.095626,pdf,benign
31402,2022-04-30T14:28:02Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/044103f.pdf,31.402,0.031402,pdf,benign
23681,2022-04-30T14:28:02Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/045time_warner.pdf,23.681,0.023681,pdf,benign
31371,2022-04-30T14:28:02Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/04alm.pdf,31.371,0.031371,pdf,benign
148948,2022-04-30T14:28:02Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/04dubin.pdf,148.948,0.148948,pdf,benign
197328,2022-04-30T14:28:02Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/04fidart.pdf,197.328,0.197328,pdf,benign
34634,2022-04-30T14:28:02Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/04finkelstein.pdf,34.634,0.034634,pdf,benign
122538,2022-04-30T14:28:02Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/04ludasa.pdf,122.538,0.122538,pdf,benign
278495,2022-04-30T14:28:02Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/04spintr.pdf,278.495,0.278495,pdf,benign
24051,2022-04-30T14:28:02Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/050203f.pdf,24.051,0.024051,pdf,benign
20638,2022-04-30T14:28:02Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/050societyaa.pdf,20.638,0.020638,pdf,benign
25817,2022-04-30T14:28:02Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/051001f.pdf,25.817,0.025817,pdf,benign
71424,2022-04-30T14:28:02Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/051801f.pdf,71.424,0.071424,pdf,benign
24996,2022-04-30T14:28:02Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/051802f.pdf,24.996,0.024996,pdf,benign
48050,2022-04-30T14:28:02Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/051nfais.pdf,48.05,0.04805,pdf,benign
280843,2022-04-30T14:28:02Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/052005-lore.pdf,280.843,0.280843,pdf,benign
19893,2022-04-30T14:28:02Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/052501f.pdf,19.893,0.019893,pdf,benign
25694,2022-04-30T14:28:02Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/055201f.pdf,25.694,0.025694,pdf,benign
25560,2022-04-30T14:28:02Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/055202f.pdf,25.56,0.02556,pdf,benign
82952,2022-04-30T14:28:03Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/055203f.pdf,82.952,0.082952,pdf,benign
111108,2022-04-30T14:28:03Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/056arromdee.pdf,111.108,0.111108,pdf,benign
46225,2022-04-30T14:28:03Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/059siia.pdf,46.225,0.046225,pdf,benign
111194,2022-04-30T14:28:03Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/05eonta.pdf,111.194,0.111194,pdf,benign
196492,2022-04-30T14:28:03Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/05lohmann.pdf,196.492,0.196492,pdf,benign
32820,2022-04-30T14:28:03Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/060901f.pdf,32.82,0.03282,pdf,benign
18683,2022-04-30T14:28:03Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/060902f.pdf,18.683,0.018683,pdf,benign
19901,2022-04-30T14:28:03Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/061701f.pdf,19.901,0.019901,pdf,benign
17719,2022-04-30T14:28:03Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/061702f.pdf,17.719,0.017719,pdf,benign
35137,2022-04-30T14:28:03Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/061703f.pdf,35.137,0.035137,pdf,benign
27754,2022-04-30T14:28:03Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/062201f.pdf,27.754,0.027754,pdf,benign
51377,2022-04-30T14:28:03Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/062701f.pdf,51.377,0.051377,pdf,benign
23036,2022-04-30T14:28:03Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/062801f.pdf,23.036,0.023036,pdf,benign
53946,2022-04-30T14:28:03Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/064301f.pdf,53.946,0.053946,pdf,benign
30011,2022-04-30T14:28:03Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/064401f.pdf,30.011,0.030011,pdf,benign
35581,2022-04-30T14:28:03Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/064601f.pdf,35.581,0.035581,pdf,benign
23173,2022-04-30T14:28:03Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/064602f.pdf,23.173,0.023173,pdf,benign
31106,2022-04-30T14:28:03Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/065101f.pdf,31.106,0.031106,pdf,benign
20349,2022-04-30T14:28:04Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/069.pdf,20.349,0.020349,pdf,benign
253167,2022-04-30T14:28:04Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/06itcorptaxsnap.pdf,253.167,0.253167,pdf,benign
19421,2022-04-30T14:28:04Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/06weisman.pdf,19.421,0.019421,pdf,benign
25723,2022-04-30T14:28:04Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/070401f.pdf,25.723,0.025723,pdf,benign
28406,2022-04-30T14:28:04Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/071701f.pdf,28.406,0.028406,pdf,benign
45329,2022-04-30T14:28:04Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/071702f.pdf,45.329,0.045329,pdf,benign
67892,2022-04-30T14:28:04Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/071801f.pdf,67.892,0.067892,pdf,benign
193564,2022-04-30T14:28:04Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/072005-lore.pdf,193.564,0.193564,pdf,benign
124332,2022-04-30T14:28:04Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/072101f.pdf,124.332,0.124332,pdf,benign
39661,2022-04-30T14:28:04Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/072501f.pdf,39.661,0.039661,pdf,benign
43214,2022-04-30T14:28:04Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/072502f.pdf,43.214,0.043214,pdf,benign
22033,2022-04-30T14:28:04Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/072perlman.pdf,22.033,0.022033,pdf,benign
173530,2022-04-30T14:28:04Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/073.pdf,173.53,0.17353,pdf,benign
44414,2022-04-30T14:28:04Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/073301f.pdf,44.414,0.044414,pdf,benign
155561,2022-04-30T14:28:04Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/073801f.pdf,155.561,0.155561,pdf,benign
45100,2022-04-30T14:28:05Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/073802f.pdf,45.1,0.0451,pdf,benign
19859,2022-04-30T14:28:05Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/073oram_cpsr.pdf,19.859,0.019859,pdf,benign
31605,2022-04-30T14:28:05Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/074401f.pdf,31.605,0.031605,pdf,benign
110302,2022-04-30T14:28:05Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/0745018.pdf,110.302,0.110302,pdf,benign
21678,2022-04-30T14:28:05Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/074hoy_dvdcca.pdf,21.678,0.021678,pdf,benign
27455,2022-04-30T14:28:05Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/075001f.pdf,27.455,0.027455,pdf,benign
245401,2022-04-30T14:28:05Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/075201f.pdf,245.401,0.245401,pdf,benign
22104,2022-04-30T14:28:05Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/075smith_nlm.pdf,22.104,0.022104,pdf,benign
25257,2022-04-30T14:28:05Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/076mcgivern_ascap.pdf,25.257,0.025257,pdf,benign
18209,2022-04-30T14:28:05Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/07cofigbs.pdf,18.209,0.018209,pdf,benign
262072,2022-04-30T14:28:05Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/07eocharitiessnap.pdf,262.072,0.262072,pdf,benign
150114,2022-04-30T14:28:05Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/07eocharteobull.pdf,150.114,0.150114,pdf,benign
39178,2022-04-30T14:28:05Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/07pfound.pdf,39.178,0.039178,pdf,benign
159883,2022-04-30T14:28:05Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/07rppscecco.pdf,159.883,0.159883,pdf,benign
333823,2022-04-30T14:28:05Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/07rppsdiamond.pdf,333.823,0.333823,pdf,benign
283402,2022-04-30T14:28:05Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/07rppsjohnson.pdf,283.402,0.283402,pdf,benign
387624,2022-04-30T14:28:05Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/07rppsliu.pdf,387.624,0.387624,pdf,benign
156076,2022-04-30T14:28:05Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/07rppsmilleville.pdf,156.076,0.156076,pdf,benign
164380,2022-04-30T14:28:06Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/07rppsweber.pdf,164.38,0.16438,pdf,benign
47396,2022-04-30T14:28:06Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/07tyrrell.pdf,47.396,0.047396,pdf,benign
21964,2022-04-30T14:28:06Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/07ubgraph1.pdf,21.964,0.021964,pdf,benign
25463,2022-04-30T14:28:06Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/07ubgraph2.pdf,25.463,0.025463,pdf,benign
154082,2022-04-30T14:28:06Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/080101f.pdf,154.082,0.154082,pdf,benign
23620,2022-04-30T14:28:06Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/081401.pdf,23.62,0.02362,pdf,benign
124485,2022-04-30T14:28:06Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/082005-lore.pdf,124.485,0.124485,pdf,benign
49869,2022-04-30T14:28:06Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/082801f.pdf,49.869,0.049869,pdf,benign
40277,2022-04-30T14:28:06Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/082802f.pdf,40.277,0.040277,pdf,benign
51199,2022-04-30T14:28:06Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/082803f.pdf,51.199,0.051199,pdf,benign
39303,2022-04-30T14:28:06Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/082804f.pdf,39.303,0.039303,pdf,benign
18113,2022-04-30T14:28:06Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/083hendrix_ala.pdf,18.113,0.018113,pdf,benign
24461,2022-04-30T14:28:06Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/084101f.pdf,24.461,0.024461,pdf,benign
26615,2022-04-30T14:28:06Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/084201f.pdf,26.615,0.026615,pdf,benign
43578,2022-04-30T14:28:06Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/084301f.pdf,43.578,0.043578,pdf,benign
31838,2022-04-30T14:28:06Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/084601f.pdf,31.838,0.031838,pdf,benign
28554,2022-04-30T14:28:06Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/084602f.pdf,28.554,0.028554,pdf,benign
40781,2022-04-30T14:28:06Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/084doyle_amp.pdf,40.781,0.040781,pdf,benign
42460,2022-04-30T14:28:06Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/085201f.pdf,42.46,0.04246,pdf,benign
91949,2022-04-30T14:28:06Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/088brown_naa.pdf,91.949,0.091949,pdf,benign
230895,2022-04-30T14:28:06Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/08fallbulforcorpper.pdf,230.895,0.230895,pdf,benign
411140,2022-04-30T14:28:07Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/08fallbulsolprop.pdf,411.14,0.41114,pdf,benign
162570,2022-04-30T14:28:07Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/08fallbultebond.pdf,162.57,0.16257,pdf,benign
154175,2022-04-30T14:28:07Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/08inccsnap.pdf,154.175,0.154175,pdf,benign
151309,2022-04-30T14:28:07Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/08inratesharesnap.pdf,151.309,0.151309,pdf,benign
273882,2022-04-30T14:28:07Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/08pareturnsnap.pdf,273.882,0.273882,pdf,benign
133809,2022-04-30T14:28:07Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/08perkins.pdf,133.809,0.133809,pdf,benign
263020,2022-04-30T14:28:07Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/08pfsnap.pdf,263.02,0.26302,pdf,benign
213423,2022-04-30T14:28:07Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/08rpgangiunece.pdf,213.423,0.213423,pdf,benign
331983,2022-04-30T14:28:07Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/08rpjohnson.pdf,331.983,0.331983,pdf,benign
135899,2022-04-30T14:28:07Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/08rppsbryant.pdf,135.899,0.135899,pdf,benign
146034,2022-04-30T14:28:07Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/08rpscali.pdf,146.034,0.146034,pdf,benign
32515,2022-04-30T14:28:07Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/08rpweber.pdf,32.515,0.032515,pdf,benign
73072,2022-04-30T14:28:07Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/090801f.pdf,73.072,0.073072,pdf,benign
28600,2022-04-30T14:28:07Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/090maddux.pdf,28.6,0.0286,pdf,benign
21743,2022-04-30T14:28:07Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/091macarthur.pdf,21.743,0.021743,pdf,benign
299705,2022-04-30T14:28:07Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/092005-lore.pdf,299.705,0.299705,pdf,benign
55989,2022-04-30T14:28:07Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/092101f.pdf,55.989,0.055989,pdf,benign
35841,2022-04-30T14:28:07Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/092102f.pdf,35.841,0.035841,pdf,benign
104013,2022-04-30T14:28:07Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/092103f.pdf,104.013,0.104013,pdf,benign
75634,2022-04-30T14:28:08Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/0930029.pdf,75.634,0.075634,pdf,benign
34381,2022-04-30T14:28:08Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/093701f.pdf,34.381,0.034381,pdf,benign
94120,2022-04-30T14:28:08Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/093801f.pdf,94.12,0.09412,pdf,benign
50459,2022-04-30T14:28:08Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/094301f.pdf,50.459,0.050459,pdf,benign
78299,2022-04-30T14:28:08Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/094302f.pdf,78.299,0.078299,pdf,benign
50954,2022-04-30T14:28:08Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/095001f.pdf,50.954,0.050954,pdf,benign
25492,2022-04-30T14:28:08Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/098bmi.pdf,25.492,0.025492,pdf,benign
38397,2022-04-30T14:28:08Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/09crocker.pdf,38.397,0.038397,pdf,benign
302608,2022-04-30T14:28:08Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/09ebsnap.pdf,302.608,0.302608,pdf,benign
403184,2022-04-30T14:28:08Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/09estrustsnap.pdf,403.184,0.403184,pdf,benign
401125,2022-04-30T14:28:08Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/09fallbulchar.pdf,401.125,0.401125,pdf,benign
316414,2022-04-30T14:28:08Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/09fallbulfodcorp.pdf,316.414,0.316414,pdf,benign
19368,2022-04-30T14:28:08Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/09in01gender.pdf,19.368,0.019368,pdf,benign
90062,2022-04-30T14:28:08Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/09inratesnap.pdf,90.062,0.090062,pdf,benign
387014,2022-04-30T14:28:08Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/09rplatereturnsps.pdf,387.014,0.387014,pdf,benign
406000,2022-04-30T14:28:08Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/09sumbulcoftc.pdf,406.0,0.406,pdf,benign
109611,2022-04-30T14:28:00Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/0_ea-2a_1108.pdf,109.611,0.109611,pdf,benign
131236,2022-04-30T14:28:17Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/1-meredith-filak.pdf,131.236,0.131236,pdf,benign
286378,2022-04-30T14:28:09Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/10-13_comm.pdf,286.378,0.286378,pdf,benign
50753,2022-04-30T14:28:08Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/100301f.pdf,50.753,0.050753,pdf,benign
56451,2022-04-30T14:28:08Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/100501f.pdf,56.451,0.056451,pdf,benign
54702,2022-04-30T14:28:08Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/100502f.pdf,54.702,0.054702,pdf,benign
29024,2022-04-30T14:28:09Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/100901f.pdf,29.024,0.029024,pdf,benign
38141,2022-04-30T14:28:09Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/100902f.pdf,38.141,0.038141,pdf,benign
92375,2022-04-30T14:28:09Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/1010cole.pdf,92.375,0.092375,pdf,benign
60072,2022-04-30T14:28:09Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/101501f.pdf,60.072,0.060072,pdf,benign
128759,2022-04-30T14:28:09Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/101502f.pdf,128.759,0.128759,pdf,benign
35055,2022-04-30T14:28:09Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/102601f.pdf,35.055,0.035055,pdf,benign
37165,2022-04-30T14:28:09Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/102602f.pdf,37.165,0.037165,pdf,benign
63372,2022-04-30T14:28:09Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/102901f.pdf,63.372,0.063372,pdf,benign
26237,2022-04-30T14:28:09Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/103001f.pdf,26.237,0.026237,pdf,benign
92510,2022-04-30T14:28:09Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/103002f.pdf,92.51,0.09251,pdf,benign
51388,2022-04-30T14:28:09Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/103101f.pdf,51.388,0.051388,pdf,benign
36999,2022-04-30T14:28:09Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/103901f.pdf,36.999,0.036999,pdf,benign
33295,2022-04-30T14:28:09Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/103hommedieu.pdf,33.295,0.033295,pdf,benign
72000,2022-04-30T14:28:09Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/105001f.pdf,72.0,0.072,pdf,benign
126134,2022-04-30T14:28:09Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/105101f.pdf,126.134,0.126134,pdf,benign
25025,2022-04-30T14:28:09Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/105reedelsevier.pdf,25.025,0.025025,pdf,benign
20430,2022-04-30T14:28:09Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/106hallpbs.pdf,20.43,0.02043,pdf,benign
29129,2022-04-30T14:28:10Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/109selzer_bcis.pdf,29.129,0.029129,pdf,benign
400897,2022-04-30T14:28:10Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/10eositrustsnap.pdf,400.897,0.400897,pdf,benign
246409,2022-04-30T14:28:10Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/10esgiftsnap.pdf,246.409,0.246409,pdf,benign
227007,2022-04-30T14:28:10Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/10esnonresestatsnap.pdf,227.007,0.227007,pdf,benign
259507,2022-04-30T14:28:10Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/10estrustsnap.pdf,259.507,0.259507,pdf,benign
67990,2022-04-30T14:28:10Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/10sprbulfidincpan.pdf,67.99,0.06799,pdf,benign
95383,2022-04-30T14:28:10Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/10sprbulgifts07.pdf,95.383,0.095383,pdf,benign
48173,2022-04-30T14:28:10Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/10sultzberger_NYFU.pdf,48.173,0.048173,pdf,benign
388385,2022-04-30T14:28:10Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/10sumbulcoftc.pdf,388.385,0.388385,pdf,benign
351677,2022-04-30T14:28:10Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/10winbulreturnfilings.pdf,351.677,0.351677,pdf,benign
63599,2022-04-30T14:28:11Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/11-erica-redler-naba-wbu.pdf,63.599,0.063599,pdf,benign
28566,2022-04-30T14:28:10Z,gs://drexel_dsci_2022_g4mic/Benign/unzipped/111101f.pdf,28.566,0.028566,pdf,benign
